,Room_type
11518,Not mentioned
11520,Entire home/apt
11521,Not mentioned
11522,Not mentioned
11523,Not mentioned
11524,Entire home/apt
11525,Not mentioned
11526,Not mentioned
11527,Not mentioned
11528,Entire home/apt
11529,Entire home/apt
11530,Not mentioned
11531,Not mentioned
11532,Not mentioned
11533,Entire home/apt
11534,Private room
11535,Shared room
11537,Entire home/apt
11538,Not mentioned
11539,Not mentioned
11540,Entire home/apt
11541,Private room
11542,Entire home/apt
11543,Entire home/apt
11544,Private room
11545,Not mentioned
11546,Not mentioned
11547,Private room
11548,Entire home/apt
11550,Private room
11551,Entire home/apt
11552,Not mentioned
11553,Not mentioned
11555,Entire home/apt
11557,Entire home/apt
11558,Not mentioned
11560,Entire home/apt
11562,Entire home/apt
11563,Not mentioned
11565,Entire home/apt
11566,Not mentioned
11567,Not mentioned
11568,Not mentioned
11569,Not mentioned
11570,Not mentioned
11571,Private room
11572,Shared room
11573,Entire home/apt
11575,Entire home/apt
11577,Entire home/apt
11578,Not mentioned
11580,Entire home/apt
11582,Private room
11583,Not mentioned
11584,Not mentioned
11585,Not mentioned
11587,Entire home/apt
11589,Entire home/apt
11590,Not mentioned
11591,Not mentioned
11592,Entire home/apt
11593,Entire home/apt
11594,Not mentioned
11596,Entire home/apt
11598,Entire home/apt
11599,Entire home/apt
11600,Private room
11602,Entire home/apt
11603,Entire home/apt
11604,Private room
11605,Private room
11606,Not mentioned
11607,Not mentioned
11609,Private room
11610,Not mentioned
11612,Entire home/apt
11613,Not mentioned
11614,Entire home/apt
11615,Not mentioned
11616,Not mentioned
11618,Entire home/apt
11619,Not mentioned
11620,Not mentioned
11621,Not mentioned
11622,Not mentioned
11623,Not mentioned
11625,Private room
11626,Not mentioned
11627,Not mentioned
11629,Private room
11630,Not mentioned
11631,Entire home/apt
11632,Private room
11634,Entire home/apt
11635,Not mentioned
11636,Entire home/apt
11637,Private room
11638,Entire home/apt
11639,Not mentioned
11641,Entire home/apt
11642,Private room
11643,Not mentioned
11644,Not mentioned
11646,Private room
11647,Not mentioned
11648,Entire home/apt
11649,Not mentioned
11651,Entire home/apt
11652,Not mentioned
11653,Entire home/apt
11654,Not mentioned
11656,Entire home/apt
11657,Private room
11658,Private room
11659,Not mentioned
11660,Not mentioned
11661,Not mentioned
11662,Not mentioned
11663,Not mentioned
11664,Not mentioned
11665,Not mentioned
11666,Not mentioned
11667,Not mentioned
11668,Not mentioned
11669,Not mentioned
11670,Not mentioned
11672,Entire home/apt
11673,Entire home/apt
11674,Private room
11675,Not mentioned
11677,Entire home/apt
11678,Entire home/apt
11679,Private room
11680,Private room
11682,Entire home/apt
11684,Private room
11685,Not mentioned
11687,Private room
11689,Entire home/apt
11691,Entire home/apt
11693,Entire home/apt
11694,Not mentioned
11695,Not mentioned
11697,Entire home/apt
11698,Not mentioned
11700,Entire home/apt
11702,Entire home/apt
11703,Not mentioned
11704,Entire home/apt
11705,Entire home/apt
11706,Private room
11708,Entire home/apt
11709,Entire home/apt
11710,Private room
11711,Entire home/apt
11712,Private room
11713,Shared room
11714,Entire home/apt
11715,Shared room
11716,Private room
11717,Private room
11718,Shared room
11719,Entire home/apt
11720,Entire home/apt
11721,Private room
11722,Entire home/apt
11723,Private room
11724,Shared room
11725,Entire home/apt
11726,Entire home/apt
11727,Entire home/apt
11728,Private room
11729,Entire home/apt
11730,Private room
11731,Shared room
11732,Not mentioned
11734,Entire home/apt
11735,Not mentioned
11736,Private room
11737,Private room
11738,Private room
11739,Private room
11740,Entire home/apt
11741,Entire home/apt
11743,Entire home/apt
11744,Not mentioned
11746,Entire home/apt
11748,Entire home/apt
11750,Entire home/apt
11751,Not mentioned
11752,Not mentioned
11753,Entire home/apt
11754,Not mentioned
11755,Not mentioned
11757,Entire home/apt
11758,Not mentioned
11759,Not mentioned
11760,Not mentioned
11762,Entire home/apt
11763,Not mentioned
11765,Entire home/apt
11766,Not mentioned
11767,Not mentioned
11768,Not mentioned
11769,Not mentioned
11771,Entire home/apt
11772,Entire home/apt
11773,Private room
11774,Not mentioned
11776,Entire home/apt
11777,Entire home/apt
11778,Private room
11779,Private room
11780,Entire home/apt
11781,Private room
11783,Entire home/apt
11784,Entire home/apt
11785,Private room
11786,Private room
11788,Private room
11789,Not mentioned
11790,Private room
11791,Not mentioned
11792,Not mentioned
11793,Not mentioned
11795,Entire home/apt
11797,Entire home/apt
11798,Private room
11799,Private room
11800,Not mentioned
11801,Not mentioned
11803,Entire home/apt
11804,Private room
11805,Private room
11806,Private room
11807,Entire home/apt
11808,Not mentioned
11809,Not mentioned
11810,Not mentioned
11812,Entire home/apt
11813,Not mentioned
11815,Entire home/apt
11816,Not mentioned
11817,Entire home/apt
11818,Entire home/apt
11819,Entire home/apt
11821,Private room
11822,Shared room
11824,Entire home/apt
11825,Entire home/apt
11826,Private room
11827,Entire home/apt
11828,Entire home/apt
11830,Entire home/apt
11831,Not mentioned
11832,Private room
11833,Private room
11834,Private room
11836,Entire home/apt
11837,Not mentioned
11838,Not mentioned
11840,Entire home/apt
11841,Not mentioned
11842,Not mentioned
11844,Private room
11845,Shared room
11846,Entire home/apt
11847,Entire home/apt
11849,Entire home/apt
11850,Not mentioned
11851,Not mentioned
11852,Not mentioned
11853,Private room
11854,Not mentioned
11855,Not mentioned
11857,Entire home/apt
11858,Private room
11859,Entire home/apt
11860,Private room
11861,Shared room
11862,Private room
11863,Private room
11864,Shared room
11865,Not mentioned
11866,Not mentioned
11867,Not mentioned
11868,Not mentioned
11869,Not mentioned
11870,Not mentioned
11871,Not mentioned
11872,Not mentioned
11874,Entire home/apt
11875,Entire home/apt
11876,Private room
11877,Private room
11878,Not mentioned
11879,Not mentioned
11881,Entire home/apt
11882,Not mentioned
11884,Entire home/apt
11885,Not mentioned
11887,Entire home/apt
11888,Not mentioned
11890,Private room
11891,Entire home/apt
11892,Private room
11893,Private room
11895,Private room
11896,Not mentioned
11897,Not mentioned
11898,Not mentioned
11899,Not mentioned
11900,Not mentioned
11901,Entire home/apt
11902,Not mentioned
11903,Not mentioned
11905,Entire home/apt
11906,Entire home/apt
11908,Entire home/apt
11910,Entire home/apt
11911,Private room
11912,Not mentioned
11914,Entire home/apt
11916,Private room
11917,Not mentioned
11918,Not mentioned
11919,Entire home/apt
11920,Private room
11921,Shared room
11922,Not mentioned
11923,Not mentioned
11925,Entire home/apt
11926,Not mentioned
11927,Not mentioned
11928,Not mentioned
11929,Not mentioned
11930,Not mentioned
11931,Not mentioned
11932,Not mentioned
11933,Not mentioned
11934,Not mentioned
11935,Not mentioned
11937,Entire home/apt
11939,Entire home/apt
11940,Not mentioned
11941,Not mentioned
11942,Entire home/apt
11943,Not mentioned
11944,Entire home/apt
11946,Entire home/apt
11948,Entire home/apt
11949,Not mentioned
11950,Not mentioned
11951,Not mentioned
11952,Not mentioned
11953,Not mentioned
11954,Entire home/apt
11955,Not mentioned
11956,Not mentioned
11957,Not mentioned
11959,Entire home/apt
11960,Not mentioned
11961,Not mentioned
11962,Not mentioned
11964,Entire home/apt
11965,Entire home/apt
11966,Private room
11967,Shared room
11968,Entire home/apt
11969,Entire home/apt
11970,Private room
11972,Entire home/apt
11973,Not mentioned
11974,Not mentioned
11975,Not mentioned
11976,Not mentioned
11977,Not mentioned
11978,Not mentioned
11979,Not mentioned
11980,Not mentioned
11981,Not mentioned
11982,Not mentioned
11983,Not mentioned
11985,Entire home/apt
11986,Not mentioned
11987,Entire home/apt
11988,Not mentioned
11990,Entire home/apt
11991,Entire home/apt
11992,Private room
11993,Entire home/apt
11994,Not mentioned
11996,Entire home/apt
11997,Not mentioned
11999,Entire home/apt
12001,Entire home/apt
12002,Not mentioned
12003,Not mentioned
12004,Private room
12005,Private room
12006,Not mentioned
12007,Not mentioned
12008,Private room
12009,Entire home/apt
12011,Entire home/apt
12013,Entire home/apt
12014,Not mentioned
12015,Not mentioned
12017,Private room
12018,Private room
12019,Private room
12020,Shared room
12021,Not mentioned
12023,Private room
12024,Not mentioned
12026,Entire home/apt
12027,Not mentioned
12028,Private room
12029,Not mentioned
12031,Entire home/apt
12032,Not mentioned
12033,Entire home/apt
12034,Not mentioned
12035,Not mentioned
12036,Not mentioned
12037,Not mentioned
12038,Entire home/apt
12039,Not mentioned
12041,Private room
12042,Not mentioned
12043,Not mentioned
12045,Private room
12047,Private room
12049,Entire home/apt
12050,Private room
12052,Entire home/apt
12054,Entire home/apt
12056,Private room
12057,Entire home/apt
12058,Entire home/apt
12059,Private room
12060,Not mentioned
12061,Not mentioned
12063,Private room
12064,Entire home/apt
12066,Private room
12067,Private room
12068,Private room
12069,Not mentioned
12070,Not mentioned
12071,Not mentioned
12073,Private room
12074,Not mentioned
12076,Entire home/apt
12077,Not mentioned
12078,Not mentioned
12080,Private room
12082,Entire home/apt
12083,Shared room
12084,Private room
12085,Entire home/apt
12086,Not mentioned
12087,Entire home/apt
12088,Not mentioned
12089,Not mentioned
12090,Not mentioned
12091,Not mentioned
12092,Not mentioned
12093,Not mentioned
12094,Not mentioned
12095,Not mentioned
12096,Not mentioned
12098,Entire home/apt
12100,Entire home/apt
12101,Private room
12102,Private room
12103,Private room
12104,Private room
12105,Shared room
12106,Shared room
12107,Private room
12108,Private room
12109,Private room
12110,Not mentioned
12111,Not mentioned
12112,Private room
12113,Private room
12114,Private room
12115,Private room
12117,Private room
12118,Not mentioned
12119,Not mentioned
12121,Entire home/apt
12123,Entire home/apt
12124,Private room
12125,Entire home/apt
12126,Not mentioned
12127,Not mentioned
12129,Entire home/apt
12131,Entire home/apt
12132,Not mentioned
12133,Not mentioned
12134,Entire home/apt
12135,Not mentioned
12136,Not mentioned
12137,Not mentioned
12138,Not mentioned
12139,Entire home/apt
12140,Private room
12141,Shared room
12142,Not mentioned
12143,Not mentioned
12145,Entire home/apt
12146,Not mentioned
12147,Not mentioned
12148,Not mentioned
12149,Entire home/apt
12150,Private room
12152,Entire home/apt
12153,Not mentioned
12154,Not mentioned
12155,Not mentioned
12156,Not mentioned
12157,Not mentioned
12158,Not mentioned
12159,Not mentioned
12160,Not mentioned
12161,Not mentioned
12162,Not mentioned
12164,Entire home/apt
12165,Not mentioned
12167,Entire home/apt
12168,Private room
12169,Private room
12170,Entire home/apt
12171,Not mentioned
12173,Entire home/apt
12174,Not mentioned
12175,Not mentioned
12176,Not mentioned
12178,Entire home/apt
12179,Entire home/apt
12180,Not mentioned
12182,Entire home/apt
12183,Entire home/apt
12185,Private room
12186,Private room
12188,Entire home/apt
12190,Entire home/apt
12191,Entire home/apt
12192,Entire home/apt
12193,Private room
12194,Shared room
12196,Private room
12197,Entire home/apt
12198,Entire home/apt
12199,Not mentioned
12200,Not mentioned
12201,Not mentioned
12202,Not mentioned
12204,Private room
12206,Entire home/apt
12207,Not mentioned
12209,Entire home/apt
12210,Entire home/apt
12211,Not mentioned
12212,Not mentioned
12213,Not mentioned
12215,Private room
12217,Entire home/apt
12219,Entire home/apt
12221,Entire home/apt
12223,Entire home/apt
12224,Private room
12225,Private room
12226,Not mentioned
12227,Not mentioned
12228,Not mentioned
12229,Not mentioned
12231,Private room
12232,Not mentioned
12233,Not mentioned
12234,Shared room
12235,Private room
12236,Entire home/apt
12237,Not mentioned
12239,Entire home/apt
12241,Entire home/apt
12242,Entire home/apt
12243,Private room
12244,Entire home/apt
12245,Not mentioned
12246,Not mentioned
12248,Entire home/apt
12249,Entire home/apt
12250,Private room
12251,Entire home/apt
12252,Entire home/apt
12253,Entire home/apt
12254,Entire home/apt
12256,Entire home/apt
12258,Entire home/apt
12259,Entire home/apt
12260,Private room
12261,Private room
12262,Not mentioned
12264,Private room
12265,Shared room
12266,Shared room
12267,Not mentioned
12268,Not mentioned
12270,Entire home/apt
12271,Private room
12272,Shared room
12273,Not mentioned
12274,Not mentioned
12275,Not mentioned
12276,Not mentioned
12278,Entire home/apt
12279,Not mentioned
12281,Entire home/apt
12282,Not mentioned
12284,Private room
12285,Not mentioned
12286,Not mentioned
12288,Entire home/apt
12289,Not mentioned
12291,Private room
12292,Shared room
12293,Entire home/apt
12294,Not mentioned
12295,Not mentioned
12296,Not mentioned
12297,Private room
12298,Entire home/apt
12299,Entire home/apt
12300,Entire home/apt
12301,Not mentioned
12302,Not mentioned
12303,Not mentioned
12305,Entire home/apt
12306,Not mentioned
12308,Entire home/apt
12309,Entire home/apt
12311,Entire home/apt
12312,Private room
12313,Shared room
12314,Entire home/apt
12316,Entire home/apt
12317,Entire home/apt
12318,Entire home/apt
12319,Entire home/apt
12320,Not mentioned
12321,Not mentioned
12322,Not mentioned
12324,Entire home/apt
12325,Not mentioned
12326,Not mentioned
12327,Not mentioned
12329,Entire home/apt
12330,Private room
12331,Not mentioned
12333,Private room
12335,Private room
12337,Entire home/apt
12338,Not mentioned
12339,Entire home/apt
12341,Private room
12342,Not mentioned
12343,Not mentioned
12345,Entire home/apt
12346,Entire home/apt
12347,Entire home/apt
12348,Private room
12349,Not mentioned
12351,Entire home/apt
12353,Private room
12355,Entire home/apt
